org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Ceagesp;NA;1032;CEAGESP - Companhia de Entrepostos e Armazéns Gerais de São Paulo;NA;116
Ceasa Minas Gerais;NA;857;CEASA MG - Central Estadual de Abastecimento de Minas Gerais;NA;117
Brazilian Business Council for Sustainable Development;NA;41;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Entrepreneurial Council for Sustainable Development;NA;63;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Business Council for Sustainable Development;Biotechnology and Biodiversity Chamber;86;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Business Council for Sustainable Development;NA;142;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Sustainable Development Council of the Brazilian Entrepreneurs;NA;1040;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Business Council for Sustainable Development Brazil;NA;1448;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Business Council for Sustainable Development Brazil;Development;1449;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Entrepreneurial Council for Sustainable Development;Companhia de Gas de Sao Paulo (COMGAS);1478;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Entrepreneurial Council for Sustainable Development;Companhia Vale do Rio Doce;1479;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Entrepreneurial Business Council for Sustainable Development;NA;1484;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council forSustainable Development;NA;1501;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Climate Change Group;NA;1613;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council for Sustainable Development;Projeto Plantar;1692;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council for Sustainable Development;Grupo Plantar;1696;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council for Sustainable Development;PLANTAR, Carbon Projects Manager;1751;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council for Sustainable Development;VOTORANTIM, Cooperative Manager Partner;1756;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council for Sustainable Development;BAYER, Cooperative Chief of Environment Partner;1761;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council for Sustainable Development;Banco Real;1764;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Brazilian Business Council for Sustainable Development;Presidency;1943;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
CEBDS;NA;2203;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
CEBDS;NA;2203;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;2914;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
CEBDS;Biodiversidade e Biotecnologia;3001;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;NA;118
Centro Brasileiro de Analise e Planejamento;NA;153;CEBRAP - Centro Brasileiro de Análise e Planejamento;NA;119
Recycling Parnership;NA;424;CEMPRE - Compromisso Empresarial para Reciclagem;NA;120
Business Commitment to Recyling;NA;2127;CEMPRE - Compromisso Empresarial para Reciclagem;NA;120
CEMPRE;NA;2162;CEMPRE - Compromisso Empresarial para Reciclagem;NA;120
CEMPRE;Government Issues, Environment and Communication;2242;CEMPRE - Compromisso Empresarial para Reciclagem;NA;120
CEMPRE;Executive Director;2289;CEMPRE - Compromisso Empresarial para Reciclagem;NA;120
CEMPRE - Compromisso Empresarial para Reciclagem;NA;2917;CEMPRE - Compromisso Empresarial para Reciclagem;NA;120
Centro Clima;Centro Clima;2009;Centro Clima;NA;121
Centro Universitário de Brasília;NA;1679;Centro Universitário de Brasília;NA;122
FULBRA-CEULP/ULBRA;NA;1687;Centro Universitário Luterano de Palmas;NA;123
Electricity;NA;406;CEPEL - Centro de Pesquisas de Energia Elétrica;NA;124
Mineral Technology Center;NA;773;CETEM - Centro de Tecnologia Mineral;NA;125
Northeast Strategic Technology Centre;NA;421;CETENE - Centro de Tecnologias Estratégicas do Nordeste;NA;126
Federal Council for Veterinary Medicine;National Commission for Environmental Health;475;CFMV - Conselho Federal de Medicina Veterinária;NA;127
Federal Council for Veterinary Medicine;State Commission for Environmental Health;542;CFMV - Conselho Federal de Medicina Veterinária;NA;127
Strategic Studies Centre;NA;433;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Strategic Studies Center;Coordination for Green Economy;1006;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Strategic Studies Center;NA;1012;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Strategic Study Center;NA;1027;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Center for Strategic Studies and Management;NA;1303;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
CGEE;NA;1664;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Center for Global Environmental Education (CGEE);NA;1803;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Center for Strategic Studies and Management in Science, Technology and Innovation;Climate Change;2199;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Center for Strategic Studies and Management in Science, Technology and Innovation;NA;2385;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
Center for Management and Strategic Studies;NA;2617;CGEE - Centro de Gestão e Estudos Estratégicos;NA;128
General Center of the Brazilian Workers;NA;671;CGTB - Central Geral dos Trabalhadores do Brasil;NA;129
Center for International Forestry Research;NA;2261;CIFOR - Centro Internacional de Investigação Florestal;NA;130
Interministerial Committee on Global Climate Change;NA;1554;CIMGC - Comissão Interministerial de Mudança Global do Clima;NA;131
Climate Link Limited;NA;2244;Climate Link Limited;NA;132
Brazilian Women Confederation;NA;455;CMB - Confederação das Mulheres do Brasil;NA;133
Popular Movements Committee;NA;543;CMP - Central de Movimentos Populares;NA;134
Agricultural and Cattle Farming Confederation;International Relations;1151;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
National Confederation of Agriculture;NA;1930;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
CNA;NA;1953;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
National Confederation of Agriculture;National Confederation;1965;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
Brazilian Confederation of Agriculture and Livestock - CNA;NA;2254;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
Confederação da Agricultura e Pecuária do Brasil;National Environment Comission;2402;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
CNA - Confederação da Agricultura e da Pecuária do Brasil;NA;2850;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
CNA - Confederação da Agricultura e da Pecuária do Brasil;Comissão Nacional do Meio Ambiente;2922;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
CNA - Confederação da Agricultura e da Pecuária do Brasil;Departamento Econômico;2923;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
CNA;Sustentabilidade;3117;CNA - Confederação Nacional da Agricultura e Pecuária;NA;135
Brazilian Bishops National Confederation;NA;1098;CNBB - Conferência Nacional dos Bispos do Brasil;NA;136
Nuclear Energy National Comission;NA;431;CNEN - Comissão Nacional de Energia Nuclear;NA;137
National Confederation of Industry;NA;52;CNI - Confederação Nacional da Indústria;NA;138
Confederaçao Nacional da Industria;NA;94;CNI - Confederação Nacional da Indústria;NA;138
NA;National Confederation of Industry;148;CNI - Confederação Nacional da Indústria;NA;138
Confederation of National Industry;NA;356;CNI - Confederação Nacional da Indústria;NA;138
Industries National Confederation;International Affairs;1054;CNI - Confederação Nacional da Indústria;NA;138
FIEMG, CNI;Environment Council;1096;CNI - Confederação Nacional da Indústria;NA;138
Industrie National Confederation;NA;1147;CNI - Confederação Nacional da Indústria;NA;138
Industry National Federation;NA;1430;CNI - Confederação Nacional da Indústria;NA;138
CNI;NA;1600;CNI - Confederação Nacional da Indústria;NA;138
CNI;NA;1600;CNI - Confederação Nacional da Indústria;NA;138
National Industry Confederation;NA;1611;CNI - Confederação Nacional da Indústria;NA;138
"CNI; FIEMT; Coema";NA;1819;CNI - Confederação Nacional da Indústria;NA;138
"Instituto Brasileiro de Mineração (IBRAM); CNI; Coema";NA;1821;CNI - Confederação Nacional da Indústria;NA;138
Confederation of Industry;NA;1948;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Vale Technological Institute;2207;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Environment;2215;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;International;2219;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Institutional Relations;2272;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Department of Environment;2371;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Executive Department of Environment, Climate Change;2434;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Executive Department of Journalism;2443;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Director of External Affairs;2727;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Industry;Director of Environment and Sustainability;2731;CNI - Confederação Nacional da Indústria;NA;138
CNI - Confederação Nacional da Indústria;NA;2848;CNI - Confederação Nacional da Indústria;NA;138
CNI - Confederação Nacional da Indústria;Conselho de Meio Ambiente;2915;CNI - Confederação Nacional da Indústria;NA;138
CNI - Confederação Nacional da Indústria;Estudos e Desenvolvimento;2916;CNI - Confederação Nacional da Indústria;NA;138
CNI;Relações Institucionais;3106;CNI - Confederação Nacional da Indústria;NA;138
National Confederation of Municipalities;NA;436;CNM - Confederação Nacional de Municípios;NA;139
National Confederation of Cities;NA;1939;CNM - Confederação Nacional de Municípios;NA;139
National Council of Energy Policy (CNPE);Environment Committee;1476;CNPE -  Conselho Nacional de Política Energética;NA;140
National Laboratory of Luz Sincroton;NA;441;CNPEM - Centro Nacional de Pesquisa em Energia e Materiais;Laboratório Nacional de Luz Síncrotron;141
National Center for Energy Research;NA;643;CNPEM - Centro Nacional de Pesquisa em Energia e Materiais;NA;141
National Laboratory of Bioethanol;NA;646;CNPEM - Centro Nacional de Pesquisa em Energia e Materiais;Laboratório Nacional de Ciência e Tecnologia do Bioetanol;141
National Laboratory of Biosciences;NA;945;CNPEM - Centro Nacional de Pesquisa em Energia e Materiais;Laboratório Nacional de Biociências;141
Laboratório Nacional de Ciência e Tecnologia do Bioetanol (CTBE);NA;3024;CNPEM - Centro Nacional de Pesquisa em Energia e Materiais;Laboratório Nacional de Ciência e Tecnologia do Bioetanol;141
National Council of Research;NA;825;CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico;NA;142
National Council of Research;Agrarian, Biological and health Sciences;1132;CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico;NA;142
CNPq;Agricultural Sciences, Biological and Health Research;2548;CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico;NA;142
CNPq;Most developed countries research;2552;CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico;NA;142
CNPq - Conselho Nacional do Desenvolvimento Científico e Tecnológico;NA;2833;CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico;NA;142
CNPq;NA;3008;CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico;NA;142
CNPq;Divisão de Ciências do Mar;3194;CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico;NA;142
CO2e.com;Ecological Advisement;1741;CO2e.com;NA;143
Coca-Cola Brasil;Communication and Sustainable;998;Coca-Cola;NA;144
Coca Cola Brazil;NA;1217;Coca-Cola;NA;144
Coca-Cola;NA;1237;Coca-Cola;NA;144
Coca-Cola Brazil;NA;2066;Coca-Cola;NA;144
Coca-Cola Brazil;Coca-Cola;2138;Coca-Cola;NA;144
Codevasf;NA;460;CODEVASF - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba;NA;145
Indigenous Organizations of the Brazilian Amazon Organization;NA;609;COIAB - Coordenação das Organizações Indígenas da Amazônia Brasileira;NA;146
Coordenação das Organizações Indígenas da Amazônia Brasileira (COIAB);NA;3048;COIAB - Coordenação das Organizações Indígenas da Amazônia Brasileira;NA;146
Anglo School;NA;2022;Colégio Anglo;NA;147
Colégio Cruzeiro;NA;2177;Colégio Cruzeiro;NA;148
Comam-Cominicao Ambiental;NA;1474;Comam-Cominicao Ambiental;NA;149
Civil National Confederation;NA;1053;Comissão Nacional Rio+20;NA;150
Civil Society Facilator Committee;NA;676;Comitê Facilitador da Sociedade Civil;NA;151
Civil Society Facilitator Committee;NA;983;Comitê Facilitador da Sociedade Civil;NA;151
National Policy Committee for Environmental and Territorial Management in Indigenous Lands;NA;2593;Comitê Gestor da Politica Nacional de Gestão Ambiental e Territorial de Terras Indígenas;NA;152
Intertribal Committee;NA;1041;Comitê Intertribal;NA;153
CNO;Especialista em Emissões de GEE, Coordenação de Sustentabilidade;2185;Comitê Nacional de Organização Rio+20;NA;154
National Committee for Rio+20 Organization;Sustainability;2209;Comitê Nacional de Organização Rio+20;NA;154
Companhia Vale do Rio Doce;Enviromental Education Coordination;112;Companhia Vale do Rio Doce;NA;155
Vale;NA;486;Companhia Vale do Rio Doce;NA;155
Vale;NA;486;Companhia Vale do Rio Doce;NA;155
Companhia Vale do Rio Doce;Development;1475;Companhia Vale do Rio Doce;NA;155
Companhia Vale do Rio Doce;Corporate Center/Quality and Environment, Sustainable Development;1518;Companhia Vale do Rio Doce;NA;155
Companhia Vale do Rio Doce;Environment Administration;1519;Companhia Vale do Rio Doce;NA;155
Companhia Vale do Rio Doce;Corporate Center/Quality and Environment;1568;Companhia Vale do Rio Doce;NA;155
Vale do Rio Doce Company;NA;1617;Companhia Vale do Rio Doce;NA;155
Companhia Vale do Rio Doce;NA;1767;Companhia Vale do Rio Doce;NA;155
Companhia Vale do Rio Doce;Environmental Advisor;1864;Companhia Vale do Rio Doce;NA;155
Companhia Vale do Rio Doce;Institutional Relations and Climate Change;1865;Companhia Vale do Rio Doce;NA;155
VALE;NA;1926;Companhia Vale do Rio Doce;NA;155
VALE;Environment;2446;Companhia Vale do Rio Doce;NA;155
Instituto Tecnológico Vale;NA;3144;Companhia Vale do Rio Doce;Instituto Tecnológico Vale;155
