"";"org_sujo";"org_detalhe_sujo";"id_org_dupla";"org_limpo";"org_detalhe_limpo";"id_org_unica"
"240";"Brazilian Mercantile & Futures Exchange";"Special Project";1699;"BM&F BOVESPA - Bolsa de Valores, Mercadorias e Futuros";NA;84
"241";"Brazilian Mercantile & Futures Exchange";NA;1707;"BM&F BOVESPA - Bolsa de Valores, Mercadorias e Futuros";NA;84
"242";"Brazilian Mercantile & Futures Exchange";"Advisory Council";1708;"BM&F BOVESPA - Bolsa de Valores, Mercadorias e Futuros";NA;84
"243";"Brazilian Mercantile and Futures Exchange";NA;1765;"BM&F BOVESPA - Bolsa de Valores, Mercadorias e Futuros";NA;84
"244";"Brazilian Mercantile and Futures Exchange";"Special Project";1832;"BM&F BOVESPA - Bolsa de Valores, Mercadorias e Futuros";NA;84
"245";"Brazilian Nanotechnology National Laboratory";NA;777;"LNNano - Laboratório Nacional de Nanotecnologia";NA;410
"246";"Brazilian National Rural Learning Service";NA;2736;"SENAR - Serviço Nacional de Aprendizagem Rural";NA;569
"247";"Brazilian Navy";"Naval and Aeronautical Attaché in Spain, Embassy of Brazil in Madrid";2674;"Marinha do Brasil";NA;416
"248";"Brazilian Panel on Climate Change";NA;2287;"PBMC - Painel Brasileiro de Mudanças Climáticas";NA;513
"249";"Brazilian Postal Service";NA;869;"Correios do Brasil";NA;179
"250";"Brazilian Postal Service";"Rio de Janeiro Region";980;"Correios do Brasil";NA;179
"251";"Brazilian Pulp and Paper Association";NA;1933;"BRACELPA - Associação Brasileira de Celulose e Papel";NA;88
"252";"Brazilian Pulp and Paper Association";"Presidency";2049;"BRACELPA - Associação Brasileira de Celulose e Papel";NA;88
"253";"Brazilian Pulp and Paper Association";"International Affairs";2050;"BRACELPA - Associação Brasileira de Celulose e Papel";NA;88
"254";"Brazilian Pulp and Paper Association - Bracelpa";NA;1879;"BRACELPA - Associação Brasileira de Celulose e Papel";NA;88
"255";"Brazilian Representation to the International Maritime Organization";NA;1919;"Representação brasileira para a International Maritime Organization";NA;542
"256";"Brazilian Society for Science Development (SBPC)";"Universidade de Sao Paulo";1469;"SBPC - Sociedade Brasileira para o Progresso da Ciência";NA;548
"257";"Brazilian Society for Science Progress";NA;1208;"SBPC - Sociedade Brasileira para o Progresso da Ciência";NA;548
"258";"Brazilian Society for the Science Progress";NA;490;"SBPC - Sociedade Brasileira para o Progresso da Ciência";NA;548
"259";"Brazilian Society of Ecological Economy";NA;2094;"Sociedade Brasileira de Economia Ecológica";NA;577
"260";"Brazilian Society of Environment International Law";NA;1467;"Sociedade Brasileira de Direito Internacional do Meio Ambiente";NA;576
"261";"Brazilian Space Agency";NA;1416;"AEB - Agência Espacial Brasileira";NA;23
"262";"Brazilian Steel Institute";NA;1820;"Instituto Aço Brasil";NA;356
"263";"Brazilian Steel Institute";"Brazil Steel";1958;"Instituto Aço Brasil";NA;356
"264";"Brazilian Sustainable Development Foundation";NA;1491;"FBDS - Fundação Brasileira para o Desenvolvimento Sustentável";NA;259
"265";"Brazilian Tourism Institute";NA;785;"EMBRATUR - Instituto Brasileiro de Turismo";NA;215
"266";"Brazilian Tourism Institute";"International Markets";1007;"EMBRATUR - Instituto Brasileiro de Turismo";NA;215
"267";"Brazilian Tourism Institute";"Marketing";1247;"EMBRATUR - Instituto Brasileiro de Turismo";NA;215
"268";"Brazilian Trade and Investment Promotion Agency";NA;1064;"APEX - Agência Brasileira de Promoção de Exportações e Investimentos";NA;49
"269";"Brazilian Trade and Investment Promotion Agency";"Sustainability";1073;"APEX - Agência Brasileira de Promoção de Exportações e Investimentos";NA;49
"270";"Brazilian Trade and Investment Promotion Agency";"Corporate Management";2579;"APEX - Agência Brasileira de Promoção de Exportações e Investimentos";NA;49
"271";"Brazilian Trade and Investment Promotion Agency";"International Business";2580;"APEX - Agência Brasileira de Promoção de Exportações e Investimentos";NA;49
"272";"Brazilian Trade and Investment Promotion Agency";"Communication";2581;"APEX - Agência Brasileira de Promoção de Exportações e Investimentos";NA;49
"273";"Brazilian Union of middle and High School Students";NA;979;"UBES - União Brasileira dos Estudantes Secundaristas";NA;603
"274";"Brazilian Urban Train Company";NA;797;"CBTU - Companhia Brasileira de Trens Urbanos";NA;112
"275";"Brazilian Women Association";NA;807;"AMB - Articulação de Mulheres Brasileiras";NA;31
"276";"Brazilian Women Confederation";NA;455;"CMB - Confederação das Mulheres do Brasil";NA;133
"277";"Brazilian Workers Center";NA;677;"CTB - Central dos Trabalhadores e Trabalhadoras do Brasil";NA;183
"278";"Brazil-Japan Chamber of Commerce of the State of Parana";NA;111;"Câmara do Comércio e Indústria Brasil-Japão do Paraná";NA;100
"279";"Breskem";"Sustainable Development";881;"Braskem";NA;92
"280";"Budget and Management";NA;1103;"Ministério do Planejamento, Orçamento e Gestão";NA;444
"281";"Building and Plannning";"Representative of Brazil on the United Nations Committee on Housing, Building and Plannning";345;"Ministério das Relações Exteriores";NA;435
"282";"Business Commitment to Recyling";NA;2127;"CEMPRE - Compromisso Empresarial para Reciclagem";NA;120
"283";"Business Council for Sustainable Development";"Biotechnology and Biodiversity Chamber";86;"CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável";NA;118
"284";"Business Council for Sustainable Development";NA;142;"CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável";NA;118
"285";"Business Council for Sustainable Development Brazil";NA;1448;"CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável";NA;118
"286";"Business Council for Sustainable Development Brazil";"Development";1449;"CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável";NA;118
"287";"Business Council for Sustainable Energy";"Program on Governance for Sustainable Development";1763;"BCSE - Business Council for Sustainable Energy";NA;78
"288";"BvRio";NA;532;"BVRio - Bolsa Verde do Rio de Janeiro";NA;94
"289";"C.M Consult";NA;2089;"C.M. Consult Ltda";NA;95
"290";"C.M. Consult Ltda";NA;2095;"C.M. Consult Ltda";NA;95
"291";"Cacique Cobra Coral Foundation";"Corporate and Government Affairs";1086;"Fundação Cacique Cobra Coral";NA;291
"292";"Caixa";NA;879;"Caixa Econômica Federal";NA;98
"293";"Caixa Econômica Federal";NA;1927;"Caixa Econômica Federal";NA;98
"294";"Caixa Econômica Federal";"Environment";2222;"Caixa Econômica Federal";NA;98
"295";"Caixa Econômica Federal";"Corporate Operations";2256;"Caixa Econômica Federal";NA;98
"296";"Caixa Econômica Federal";"Sustainability and Social Responsibility";2285;"Caixa Econômica Federal";NA;98
"297";"Caixa Econômica Federal";"Sustainability";2511;"Caixa Econômica Federal";NA;98
"298";"Câmara de Comércio Internacional (CCI)";NA;1838;"CCI - Câmara de Comércio Internacional";NA;113
"299";"Camargo Corrêa";"Sustainability";670;"Camargo Corrêa";NA;102
"300";"Camargo Corrêa";NA;2141;"Camargo Corrêa";NA;102
"301";"Camargo Corrêa";"Holding Company";2146;"Camargo Corrêa";NA;102
"302";"Camargo Corrêa";"Construções e Comércio, International Business";2343;"Camargo Corrêa";NA;102
"303";"Camargo Correa S.A.";NA;2085;"Camargo Corrêa";NA;102
"304";"Cananda";NA;1050;"CONANDA - Conselho Nacional dos Direitos da Criança e do Adolescente";NA;159
"305";"Capacity Building Program";"Permanent Mission of Brazil to the United Nations Office and other International Organizations in Geneva";220;"Programa de Formação Complementar Delbrasgen";NA;528
"306";"Capes";NA;877;"CAPES - Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";NA;103
"307";"Care International";NA;1739;"Care International";NA;105
"308";"Care International";"Communication";1742;"Care International";NA;105
"309";"Casa de Rui Barbosa Foundation";NA;1248;"Fundação Casa de Rui Barbosa";NA;292
"310";"Case New Holland Latin America";NA;2156;"Case New Holland Latin America";NA;108
"311";"Casemg";NA;946;"CASEMG - Companhia de Armazéns e Silos do Estado de Minas Gerais";NA;109
"312";"Catadores de Materiais Reciclavel National Movement";NA;673;"MNCR - Movimento Nacional dos Catadores de Materiais Recicláveis";NA;451
"313";"Catholic University of Brasilia";NA;2013;"Universidade Católica de Brasília";NA;614
"314";"Catholic University of Brasília";NA;801;"Universidade Católica de Brasília";NA;614
"315";"CCN";NA;1472;"CCN";NA;114
"316";"CCN PLANTAR S.A.";NA;1531;"Grupo Plantar";NA;315
"317";"CCSEE";NA;1385;"Conselho Consultivo Superior das Entidades Empresariais";NA;168
"318";"Ceagesp";NA;1032;"CEAGESP – Companhia de Entrepostos e Armazéns Gerais de São Paulo";NA;116
"319";"Ceasa Minas Gerais";NA;857;"CEASA MG - Central Estadual de Abastecimento de Minas Gerais";NA;117
"320";"CEBDS";NA;2203;"CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável";NA;118
"321";"CEMIG";NA;1766;"Estado de Minas Gerais";"CEMIG - Companhia Energética de Minas Gerais S.A.";227
"322";"CEMPRE";NA;2162;"CEMPRE - Compromisso Empresarial para Reciclagem";NA;120
"323";"CEMPRE";"Government Issues, Environment and Communication";2242;"CEMPRE - Compromisso Empresarial para Reciclagem";NA;120
"324";"CEMPRE";"Executive Director";2289;"CEMPRE - Compromisso Empresarial para Reciclagem";NA;120
"325";"Center for Global Environmental Education (CGEE)";NA;1803;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"326";"Center for International Forestry Research";NA;2261;"CIFOR - Centro Internacional de Investigação Florestal";NA;130
"327";"Center for Management and Strategic Studies";NA;2617;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"328";"Center for Research on Monitoring and Assessing Environmental Impact";"Environment Monitoring";1566;"EMBRAPA - Empresa Brasileira de Pesquisa Agropecuária";"Centro Nacional de Pesquisa de Monitoramento e Avaliação de Impacto Ambiental";214
"329";"Center for Strategic Studies and Management";NA;1303;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"330";"Center for Strategic Studies and Management in Science, Technology and Innovation";"Climate Change";2199;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"331";"Center for Strategic Studies and Management in Science, Technology and Innovation";NA;2385;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"332";"Central Bank of Brazil";NA;393;"Banco Central do Brasil";NA;69
"333";"Central bank of Brazil";NA;446;"Banco Central do Brasil";NA;69
"334";"Central Unica dos Trabalhadores";NA;619;"CUT - Central Única dos Trabalhadores";NA;188
"335";"Central Unica dos Trabalhadores";"Public Relations";680;"CUT - Central Única dos Trabalhadores";NA;188
"336";"Central Unica dos Trabalhadores";"International Relations";2317;"CUT - Central Única dos Trabalhadores";NA;188
"337";"Central Unica dos Trabalhadores";"Department of Environment";2457;"CUT - Central Única dos Trabalhadores";NA;188
"338";"Central Única dos Trabalhadores";"Environment";2030;"CUT - Central Única dos Trabalhadores";NA;188
"339";"Centro Brasileiro de Analise e Planejamento";NA;153;"CEBRAP - Centro Brasileiro de Análise e Planejamento";NA;119
"340";"Centro Clima";"Centro Clima";2009;"Centro Clima";NA;121
"341";"Centro de Assessoria e Apoio aos Trabalhadores e Instituições não Governamentais Alternativas";NA;1305;"CAATINGA - Centro de Assessoria e Apoio a Trabalhadores/as e Instituições Não Governamentais Alternativas";NA;96
"342";"Centro de Estudos Em Sustentabilidade";NA;1637;"FGV - Fundação Getúlio Vargas";"Centro de Estudos Em Sustentabilidade";264
"343";"Centro Nacional de Recursos Geneticos";"In situ germplasm conservation";2;"EMBRAPA - Empresa Brasileira de Pesquisa Agropecuária";"CENARGEN - Centro Nacional de Recursos Genéticos";214
"344";"Centro Universitário de Brasília";NA;1679;"Centro Universitário de Brasília";NA;122
"345";"CEPEA/FAESP";NA;1496;"Universidade de São Paulo";NA;617
"346";"Ceplac";NA;414;"Ministério da Agricultura, Pecuária e Abastecimento";"CEPLAC - Comissão Executiva do Plano da Lavoura Cacaueira";421
"347";"CETESB";"Nominated Stockholm Convention Centre of Latin America and Caribbean Region; Department of Strategic Planning of the Presidency";188;"Estado de São Paulo";"CETESB - Companhia Ambiental do Estado de São Paulo";232
"348";"CETESB";"Pollution Control";192;"Estado de São Paulo";"CETESB - Companhia Ambiental do Estado de São Paulo";232
"349";"CETESB";"Stockholm Convention Regional Centre for Capacity-Building and the Transfer of Technology (SCRC Brazil)";217;"Estado de São Paulo";"CETESB - Companhia Ambiental do Estado de São Paulo";232
"350";"CETESB";"Stockholm Convention - Regional Coordinator";1317;"Estado de São Paulo";"CETESB - Companhia Ambiental do Estado de São Paulo";232
"351";"CETESB";NA;1607;"Estado de São Paulo";"CETESB - Companhia Ambiental do Estado de São Paulo";232
"352";"CETESB - Environmental Company of Sao Paulo State";"Multilateral Agreements Division Stockholm Convention Regional Centre";1337;"Estado de São Paulo";"CETESB - Companhia Ambiental do Estado de São Paulo";232
"353";"CGEE";NA;1664;"CGEE - Centro de Gestão e Estudos Estratégicos";NA;128
"354";"Chamber of Deputies";NA;449;"Câmara dos Deputados";NA;101
"355";"Chamber of Deputies";"Commission on Participative Legislation";604;"Câmara dos Deputados";NA;101
"356";"Chamber of Deputies";"Commission for Mining and Energy";615;"Câmara dos Deputados";NA;101
"357";"Chamber of Deputies";"Consumer Protection Commission";678;"Câmara dos Deputados";NA;101
"358";"Chamber of Deputies";"Commission for Financial Oversight";736;"Câmara dos Deputados";NA;101
"359";"Chamber of Deputies";"Commission of Science, Technology";738;"Câmara dos Deputados";NA;101
"360";"Chamber of Deputies";"Commission on Public Safety and Combat";743;"Câmara dos Deputados";NA;101
"361";"Chamber of Deputies";"Commission for Social Security";866;"Câmara dos Deputados";NA;101
"362";"Chamber of Deputies";"Female Stand";867;"Câmara dos Deputados";NA;101
"363";"Chamber of Deputies";"International Affairs and Protocol Office";942;"Câmara dos Deputados";NA;101
"364";"Chamber of Deputies";"Presidency";1056;"Câmara dos Deputados";NA;101
"365";"Chamber of Deputies";"Commission on Education and Culture";1059;"Câmara dos Deputados";NA;101
"366";"Chamber of Deputies";"International";1093;"Câmara dos Deputados";NA;101
"367";"Chamber of Deputies";"Commission for Human Rights";1100;"Câmara dos Deputados";NA;101
"368";"Chamber of Deputies";"Commission for Finance and Taxation";1101;"Câmara dos Deputados";NA;101
"369";"Chamber of Deputies";"Commission on Agriculture, Livestock";1115;"Câmara dos Deputados";NA;101
"370";"Chamber of Deputies";"Chamber of Deputies";1117;"Câmara dos Deputados";NA;101
"371";"Chamber of Deputies";"Commission on Constitution and Justice";1145;"Câmara dos Deputados";NA;101
"372";"Chamber of Deputies";"Commission for Urban Development";1150;"Câmara dos Deputados";NA;101
"373";"Chamber of Deputies";"Parliamentary committee";1154;"Câmara dos Deputados";NA;101
"374";"Chamber of Deputies";"Commission on the Environment and Sustainable";1161;"Câmara dos Deputados";NA;101
"375";"Chamber of Deputies";"Commission on labour, Administration";1162;"Câmara dos Deputados";NA;101
"376";"Chamber of Deputies";"Commission on Transportation";1214;"Câmara dos Deputados";NA;101
"377";"Chamber of Deputies";"Commission of External Relations and Nations";1251;"Câmara dos Deputados";NA;101
"378";"Chamber of Deputies";"Commission for Economic Development";1255;"Câmara dos Deputados";NA;101
"379";"Chamber of Deputies";"Environmental Front";2564;"Câmara dos Deputados";NA;101
"380";"Chamber of Education";NA;511;"Câmara dos Deputados";NA;101
"381";"Chamber pf Deputies";NA;1262;"Câmara dos Deputados";NA;101
"382";"Chico Mendes Institute";NA;710;"ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade";NA;333
"383";"Chico Mendes Institute for Biodiversity Conservation (ICMBio)";NA;285;"ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade";NA;333
"384";"Chico Mendes Institute of Biodiversity Conservation - ICM Bio";"Threatened Species General Coordinator";281;"ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade";NA;333
"385";"Chief of Staff (Casa Civil)";NA;1888;"Casa Civil da Presidência da República";NA;106
"386";"City Hall of Aracaju";NA;725;"Município de Aracaju";NA;459
"387";"City Hall of Belo Horizonte";NA;992;"Município de Belo Horizonte";NA;461
"388";"City Hall of Belo Horizonte";"Secretariat for International Relations";1148;"Município de Belo Horizonte";NA;461
