org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Brazilian Women Confederation;NA;455;CMB - Confederação das Mulheres do Brasil;;133
Brazilian Workers Center;NA;677;CTB - Central dos Trabalhadores e Trabalhadoras do Brasil;;183
Brazil-Japan Chamber of Commerce of the State of Parana;NA;111;Câmara do Comércio e Indústria Brasil-Japão do Paraná;;100
Breskem;Sustainable Development;881;Braskem;;92
Budget and Management;NA;1103;Ministério do Planejamento, Orçamento e Gestão;;444
Building and Plannning;Representative of Brazil on the United Nations Committee on Housing, Building and Plannning;345;Ministério das Relações Exteriores;;435
Business Commitment to Recyling;NA;2127;CEMPRE - Compromisso Empresarial para Reciclagem;;120
Business Council for Sustainable Development;Biotechnology and Biodiversity Chamber;86;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;;118
Business Council for Sustainable Development;NA;142;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;;118
Business Council for Sustainable Development Brazil;NA;1448;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;;118
Business Council for Sustainable Development Brazil;Development;1449;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;;118
Business Council for Sustainable Energy;Program on Governance for Sustainable Development;1763;BCSE - Business Council for Sustainable Energy;;78
BvRio;NA;532;BVRio - Bolsa Verde do Rio de Janeiro;;94
C.M Consult;NA;2089;C.M. Consult Ltda;;95
C.M. Consult Ltda;NA;2095;C.M. Consult Ltda;;95
Cacique Cobra Coral Foundation;Corporate and Government Affairs;1086;Fundação Cacique Cobra Coral;;291
Caixa;NA;879;Caixa Econômica Federal;;98
Caixa Econômica Federal;NA;1927;Caixa Econômica Federal;;98
Caixa Econômica Federal;Environment;2222;Caixa Econômica Federal;;98
Caixa Econômica Federal;Corporate Operations;2256;Caixa Econômica Federal;;98
Caixa Econômica Federal;Sustainability and Social Responsibility;2285;Caixa Econômica Federal;;98
Caixa Econômica Federal;Sustainability;2511;Caixa Econômica Federal;;98
Câmara de Comércio Internacional (CCI);NA;1838;CCI - Câmara de Comércio Internacional;;113
Camargo Corrêa;Sustainability;670;Camargo Corrêa;;102
Camargo Corrêa;NA;2141;Camargo Corrêa;;102
Camargo Corrêa;Holding Company;2146;Camargo Corrêa;;102
Camargo Corrêa;Construções e Comércio, International Business;2343;Camargo Corrêa;;102
Camargo Correa S.A.;NA;2085;Camargo Corrêa;;102
Cananda;NA;1050;CONANDA - Conselho Nacional dos Direitos da Criança e do Adolescente;;159
Capacity Building Program;Permanent Mission of Brazil to the United Nations Office and other International Organizations in Geneva;220;Programa de Formação Complementar Delbrasgen;;528
Capes;NA;877;CAPES - Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;;103
Care International;NA;1739;Care International;;105
Care International;Communication;1742;Care International;;105
Casa de Rui Barbosa Foundation;NA;1248;Fundação Casa de Rui Barbosa;;292
Case New Holland Latin America;NA;2156;Case New Holland Latin America;;108
Casemg;NA;946;CASEMG - Companhia de Armazéns e Silos do Estado de Minas Gerais;;109
Catadores de Materiais Reciclavel National Movement;NA;673;MNCR - Movimento Nacional dos Catadores de Materiais Recicláveis;;451
Catholic University of Brasilia;NA;2013;Universidade Católica de Brasília;;614
Catholic University of Brasília;NA;801;Universidade Católica de Brasília;;614
CCN;NA;1472;CCN;;114
CCN PLANTAR S.A.;NA;1531;Grupo Plantar;;315
CCSEE;NA;1385;Conselho Consultivo Superior das Entidades Empresariais;;168
Ceagesp;NA;1032;CEAGESP – Companhia de Entrepostos e Armazéns Gerais de São Paulo;;116
Ceasa Minas Gerais;NA;857;CEASA MG - Central Estadual de Abastecimento de Minas Gerais;;117
CEBDS;NA;2203;CEBDS - Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável;;118
CEMIG;NA;1766;Estado de Minas Gerais;CEMIG - Companhia Energética de Minas Gerais S.A.;227
CEMPRE;NA;2162;CEMPRE - Compromisso Empresarial para Reciclagem;;120
CEMPRE;Government Issues, Environment and Communication;2242;CEMPRE - Compromisso Empresarial para Reciclagem;;120
CEMPRE;Executive Director;2289;CEMPRE - Compromisso Empresarial para Reciclagem;;120
Center for Global Environmental Education (CGEE);NA;1803;CGEE - Centro de Gestão e Estudos Estratégicos;;128
Center for International Forestry Research;NA;2261;CIFOR - Centro Internacional de Investigação Florestal;;130
Center for Management and Strategic Studies;NA;2617;CGEE - Centro de Gestão e Estudos Estratégicos;;128
Center for Research on Monitoring and Assessing Environmental Impact;Environment Monitoring;1566;EMBRAPA - Empresa Brasileira de Pesquisa Agropecuária;Centro Nacional de Pesquisa de Monitoramento e Avaliação de Impacto Ambiental;214
Center for Strategic Studies and Management;NA;1303;CGEE - Centro de Gestão e Estudos Estratégicos;;128
Center for Strategic Studies and Management in Science, Technology and Innovation;Climate Change;2199;CGEE - Centro de Gestão e Estudos Estratégicos;;128
Center for Strategic Studies and Management in Science, Technology and Innovation;NA;2385;CGEE - Centro de Gestão e Estudos Estratégicos;;128
Central Bank of Brazil;NA;393;Banco Central do Brasil;;69
Central bank of Brazil;NA;446;Banco Central do Brasil;;69
Central Unica dos Trabalhadores;NA;619;CUT - Central Única dos Trabalhadores;;188
Central Unica dos Trabalhadores;Public Relations;680;CUT - Central Única dos Trabalhadores;;188
Central Unica dos Trabalhadores;International Relations;2317;CUT - Central Única dos Trabalhadores;;188
Central Unica dos Trabalhadores;Department of Environment;2457;CUT - Central Única dos Trabalhadores;;188
Central Única dos Trabalhadores;Environment;2030;CUT - Central Única dos Trabalhadores;;188
Centro Brasileiro de Analise e Planejamento;NA;153;CEBRAP - Centro Brasileiro de Análise e Planejamento;;119
Centro Clima;Centro Clima;2009;Centro Clima;;121
Centro de Assessoria e Apoio aos Trabalhadores e Instituições não Governamentais Alternativas;NA;1305;CAATINGA - Centro de Assessoria e Apoio a Trabalhadores/as e Instituições Não Governamentais Alternativas;;96
Centro de Estudos Em Sustentabilidade;NA;1637;FGV - Fundação Getúlio Vargas;Centro de Estudos Em Sustentabilidade;264
Centro Nacional de Recursos Geneticos;In situ germplasm conservation;2;EMBRAPA - Empresa Brasileira de Pesquisa Agropecuária;CENARGEN - Centro Nacional de Recursos Genéticos;214
Centro Universitário de Brasília;NA;1679;Centro Universitário de Brasília;;122
CEPEA/FAESP;NA;1496;Universidade de São Paulo;;617
Ceplac;NA;414;Ministério da Agricultura, Pecuária e Abastecimento;CEPLAC - Comissão Executiva do Plano da Lavoura Cacaueira;421
CETESB;"Nominated Stockholm Convention Centre of Latin America and Caribbean Region; Department of Strategic Planning of the Presidency";188;Estado de São Paulo;CETESB - Companhia Ambiental do Estado de São Paulo;232
CETESB;Pollution Control;192;Estado de São Paulo;CETESB - Companhia Ambiental do Estado de São Paulo;232
CETESB;Stockholm Convention Regional Centre for Capacity-Building and the Transfer of Technology (SCRC Brazil);217;Estado de São Paulo;CETESB - Companhia Ambiental do Estado de São Paulo;232
CETESB;Stockholm Convention - Regional Coordinator;1317;Estado de São Paulo;CETESB - Companhia Ambiental do Estado de São Paulo;232
CETESB;NA;1607;Estado de São Paulo;CETESB - Companhia Ambiental do Estado de São Paulo;232
CETESB - Environmental Company of Sao Paulo State;Multilateral Agreements Division Stockholm Convention Regional Centre;1337;Estado de São Paulo;CETESB - Companhia Ambiental do Estado de São Paulo;232
CGEE;NA;1664;CGEE - Centro de Gestão e Estudos Estratégicos;;128
Chamber of Deputies;NA;449;Câmara dos Deputados;;101
Chamber of Deputies;Commission on Participative Legislation;604;Câmara dos Deputados;;101
Chamber of Deputies;Commission for Mining and Energy;615;Câmara dos Deputados;;101
Chamber of Deputies;Consumer Protection Commission;678;Câmara dos Deputados;;101
Chamber of Deputies;Commission for Financial Oversight;736;Câmara dos Deputados;;101
Chamber of Deputies;Commission of Science, Technology;738;Câmara dos Deputados;;101
Chamber of Deputies;Commission on Public Safety and Combat;743;Câmara dos Deputados;;101
Chamber of Deputies;Commission for Social Security;866;Câmara dos Deputados;;101
Chamber of Deputies;Female Stand;867;Câmara dos Deputados;;101
Chamber of Deputies;International Affairs and Protocol Office;942;Câmara dos Deputados;;101
Chamber of Deputies;Presidency;1056;Câmara dos Deputados;;101
Chamber of Deputies;Commission on Education and Culture;1059;Câmara dos Deputados;;101
Chamber of Deputies;International;1093;Câmara dos Deputados;;101
Chamber of Deputies;Commission for Human Rights;1100;Câmara dos Deputados;;101
Chamber of Deputies;Commission for Finance and Taxation;1101;Câmara dos Deputados;;101
Chamber of Deputies;Commission on Agriculture, Livestock;1115;Câmara dos Deputados;;101
Chamber of Deputies;Chamber of Deputies;1117;Câmara dos Deputados;;101
Chamber of Deputies;Commission on Constitution and Justice;1145;Câmara dos Deputados;;101
Chamber of Deputies;Commission for Urban Development;1150;Câmara dos Deputados;;101
Chamber of Deputies;Parliamentary committee;1154;Câmara dos Deputados;;101
Chamber of Deputies;Commission on the Environment and Sustainable;1161;Câmara dos Deputados;;101
Chamber of Deputies;Commission on labour, Administration;1162;Câmara dos Deputados;;101
Chamber of Deputies;Commission on Transportation;1214;Câmara dos Deputados;;101
Chamber of Deputies;Commission of External Relations and Nations;1251;Câmara dos Deputados;;101
Chamber of Deputies;Commission for Economic Development;1255;Câmara dos Deputados;;101
Chamber of Deputies;Environmental Front;2564;Câmara dos Deputados;;101
Chamber of Education;NA;511;Câmara dos Deputados;;101
Chamber pf Deputies;NA;1262;Câmara dos Deputados;;101
Chico Mendes Institute;NA;710;ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade;;333
Chico Mendes Institute for Biodiversity Conservation (ICMBio);NA;285;ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade;;333
Chico Mendes Institute of Biodiversity Conservation - ICM Bio;Threatened Species General Coordinator;281;ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade;;333
Chief of Staff (Casa Civil);NA;1888;Casa Civil da Presidência da República;;106
City Hall of Aracaju;NA;725;Município de Aracaju;;459
City Hall of Belo Horizonte;NA;992;Município de Belo Horizonte;;461
City Hall of Belo Horizonte;Secretariat for International Relations;1148;Município de Belo Horizonte;;461
City Hall of Curitiba;International Relations Office;948;Município de Curitiba;;466
City Hall of Curitiba;NA;956;Município de Curitiba;;466
City Hall of Fortaleza;Secretariat for Environment and Urban Control;396;Município de Fortaleza;;468
City Hall of Fortaleza;NA;967;Município de Fortaleza;;468
City Hall of Goiânia;NA;527;Município de Goiânia;;469
City Hall of Maceió;Secretariat for the protection of the environment;861;Município de Maceió;;475
City Hall of Maceió;NA;885;Município de Maceió;;475
City Hall of Natal;Secretariat for Environmental Management;764;Município de Natal;;478
City Hall of Natal;NA;1067;Município de Natal;;478
City Hall of Palmas;NA;634;Município de Palmas;;480
City Hall of Porto Alegre;Municipal Secretariat for Political Coordination;660;Município de Porto Alegre;;482
City Hall of Porto Alegre;NA;906;Município de Porto Alegre;;482
City Hall of Porto Velho;Municipal Secretariat for Environment;899;Município de Porto Velho;;483
City Hall of Porto Velho;NA;1177;Município de Porto Velho;;483
City Hall of Rio de Janeiro;Secretariat for Transport;452;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Secretariat for Environment;453;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Comlurb;458;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Municipal Olympic Company;463;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;International Affairs;464;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;NA;466;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Secretariat for Public Conservation;469;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Secretariat for Education;473;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Protocol, Mayor;474;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Cetrio;476;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Rio+20 Committee;478;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;International;479;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Secretariat for Science and Technology;485;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Mayor's office;491;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Rio Business Agency;517;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Consumer Protection;528;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Secretariat for Tourism;531;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Office of the Chief of Staff;533;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Press;535;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Rio+20 Working Group;545;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Barra da Tijuca Undermayorship;548;Município de Rio de Janeiro;;484
City Hall of Rio de Janeiro;Pereira Passos Institute;592;Município de Rio de Janeiro;;484
City Hall of Rio Janeiro;Press Assistant to the Mayor;471;Município de Rio de Janeiro;;484
City Hall of São Luís;Secretariat for Special Projects;789;Município de São Luís;;488
City Hall of São Luíz;Secretariat for Planning and Development;1023;Município de São Luís;;488
City Hall of São Paulo;NA;794;Município de São Paulo;;489
City Hall of São Paulo;Secretariat for International Relations;828;Município de São Paulo;;489
City Hall of Vitória;Political Coordination;495;Município de Vitória;;490
City Hall of Vitória;Secretariat for Environment;547;Município de Vitória;;490
City of Belém;NA;2149;Município de Belém;;460
City of Belo Horizonte;NA;1713;Município de Belo Horizonte;;461
City of Belo Horizonte;Secretary for International Relations;2590;Município de Belo Horizonte;;461
City of Boa Vista;NA;2721;Município de Boa Vista;;462
City of Brasileia;NA;2714;Município de Brasileia;;463
City of Campinas;NA;2620;Município de Campinas;;464
City of Campinas;Greenery, Environment and Sustainable Development;2623;Município de Campinas;;464
City of Cotriguaçu;NA;2150;Município de Cotriguaçu;;465
City of Curitiba;Environmental Department;2613;Município de Curitiba;;466
City of Cururupu;NA;2694;Município de Cururupu;;467
City of Fortaleza;"Rede Fortaleza Cidade Sustentável; Secretaria Municipal de Meio Ambiente";2339;Município de Fortaleza;;468
City of Fortaleza;Secretaria Municipal de Urbanismo e Meio Ambiente (SEUMA);2388;Município de Fortaleza;;468
City of Fortaleza;Urban Planning and Environment;2486;Município de Fortaleza;;468
City of Goiânia;NA;2003;Município de Goiânia;;469
City of Goiânia;City council;2627;Município de Goiânia;;469
City of Itu;NA;2466;Município de Itu;;470
City of João Pessoa;NA;908;Município de João Pessoa;;471
City of Jundiaí;NA;1912;Município de Jundiaí;;472
City of Londrina;Environmental Department;2632;Município de Londrina;;473
