"";"section_h1";"section_h2";"report_id";"sentence";"sent_order";"interaction";"sender";"target";"title";"event";"event_name";"conf_startdate";"conf_enddate";"negotiation_date";"row_id"
"65";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"SAUDI ARABIA";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;65
"66";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"KUWAIT";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;66
"67";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"CHINA";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;67
"68";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"MALI";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;68
"69";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"IRAN";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;69
"70";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"CENTRAL AFRICAN REPUBLIC";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;70
"71";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"COLOMBIA";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;71
"72";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"support";"INDIA";"G-77/CHINA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;72
"73";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"The US, supported by SAUDI ARABIA, proposed that the MCP provide Parties with advice on """"their"""" implementation of the Convention.";17067;"support";"SAUDI ARABIA";"US";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;73
"74";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"AUSTRALIA and the US objected to a suggestion by SWITZERLAND, supported by FRANCE, that the objectives include a reference to a protocol.";17073;"support";"FRANCE";"SWITZERLAND";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;74
"75";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"TANZANIA, for the G-77/CHINA, supported by AUSTRALIA and CUBA, said the discussion of Annex I and non-Annex I communications should be based on differentiation.";17042;"agreement";"CUBA";"AUSTRALIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;75
"76";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"TANZANIA, for the G-77/CHINA, supported by AUSTRALIA and CUBA, said the discussion of Annex I and non-Annex I communications should be based on differentiation.";17042;"agreement";"AUSTRALIA";"CUBA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;76
"77";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"VENEZUELA";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;77
"78";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"SAUDI ARABIA";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;78
"79";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"KUWAIT";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;79
"80";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"CHINA";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;80
"81";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"MALI";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;81
"82";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"IRAN";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;82
"83";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"CENTRAL AFRICAN REPUBLIC";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;83
"84";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"COLOMBIA";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;84
"85";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"INDIA";"NIGERIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;85
"86";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"NIGERIA";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;86
"87";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"SAUDI ARABIA";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;87
"88";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"KUWAIT";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;88
"89";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"CHINA";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;89
"90";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"MALI";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;90
"91";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"IRAN";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;91
"92";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"CENTRAL AFRICAN REPUBLIC";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;92
"93";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"COLOMBIA";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;93
"94";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"INDIA";"VENEZUELA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;94
"95";"SUBSIDIARY BODY ON IMPLEMENTATION
";"First subsection";516;"On arrangements for COP-3, the G-77/CHINA, supported by NIGERIA, VENEZUELA, SAUDI ARABIA, KUWAIT, CHINA, MALI, IRAN, KOREA, CENTRAL AFRICAN REPUBLIC, COLOMBIA and INDIA said the proposed ministerial segment must include all heads of delegations and their advisors, not just ministers.";17056;"agreement";"NIGERIA";"SAUDI ARABIA";"Report of main proceedings for 29 July 1997";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";"6th Session of the UNFCCC Subsidiary Bodies (SB 6)";1997-07-28;1997-08-05;1997-07-29;95
